"facility_id","canonical_id","canonical_name","canonical_city","canonical_state","facility_name","facility_city","facility_state"
296,296,"Plymouth County Correctional Facility","Plymouth","MA","Plymouth County Correctional Facility","Plymouth","MA"
297,297,"Polk County Jail","Des Moines","IA","Polk County Jail","Des Moines","IA"
298,313,"Port Isabel Detention Center","Los Fresnos","TX","Port Isabel","Los Fresnos","TX"
299,313,"Port Isabel Detention Center","Los Fresnos","TX","Port Isabel Detention Center","Los Fresnos","TX"
300,300,"Pottawattamie County Jail","Council Bluffs","IA","Pottawattamie County Jail","Council Bluffs","IA"
301,302,"Prairieland Detention Center","Alvarado","TX","Prairieland Detention Center","Alvarado","TX"
302,302,"Prairieland Detention Center","Alvarado","TX","Prairieland Detention Facility","Alvarado","TX"
303,303,"Farmville Detention Center","Farmville","VA","Prince Edward County (Farmville)","Farmville","VA"
304,304,"Pulaski County Jail","Ullin","IL","Pulaski County Jail","Ullin","IL"
305,305,"Putnam County Sheriff","Cookeville","TN","Putnam County Sheriff","Cookeville","TN"
306,306,"Randall County Jail","Amarillo","TX","Randall County Jail","Amarillo","TX"
307,307,"Red Roof Inn","Seatac","WA","Red Roof Inn","Seatac","WA"
308,308,"Rensselaer County Correctional Facility","Troy","NY","Rensselaer County Correctional Facility","Troy","NY"
309,310,"Richwood Correctional Center","Monroe","LA","Richwood Correctional Center","Monroe","LA"
310,310,"Richwood Correctional Center","Monroe","LA","Richwood Correctional Center","Richwood","LA"
311,311,"Rio Grande County Jail","Del Norte","CO","Rio Grande County Jail","Del Norte","CO"
312,312,"Rio Grande Detention Center","Laredo","TX","Rio Grande Detention Center","Laredo","TX"
313,313,"Port Isabel Detention Center","Los Fresnos","TX","Rio Grande Valley Staging","Los Fresnos","TX"
314,314,"River Correctional Center","Ferriday","LA","River Correctional Center","Ferriday","LA"
315,315,"Riverside County Sheriff","Riverside","CA","Riverside County Sheriff","Riverside","CA"
316,316,"Riverside Regional Jail","Hopewell","VA","Riverside Regional Jail","Hopewell","VA"
317,317,"Roanoke City Jail","Roanoke","VA","Roanoke City Jail","Roanoke","VA"
318,318,"Robert A. Deyton Detention Center","Lovejoy","GA","Robert A. Deyton Detention Center","Lovejoy","GA"
319,318,"Robert A. Deyton Detention Center","Lovejoy","GA","Robert A. Deyton Detention Facility","Lovejoy","GA"
320,320,"Rockingham County Jail","Harrisonburg","VA","Rockingham County Jail","Harrisonburg","VA"
321,321,"Rolling Plains Detention Center","Haskell","TX","Rolling Plains Detention Center","Haskell","TX"
322,346,"St. Clair County Jail","Port Huron","MI","Saint Clair County Jail","Port Huron","MI"
323,323,"Saint Tammany Parish Jail","Covington","LA","Saint Tammany Parish Jail","Covington","LA"
324,324,"Saipan Department of Corrections (Susupe)","Saipan","MP","Saipan Department of Corrections (Susupe)","Saipan","MP"
325,325,"Saline County Jail","Wilber","NE","Saline County Jail","Wilber","NE"
326,326,"Salt Lake County Metro Jail","Salt Lake City","UT","Salt Lake County Metro Jail","Salt Lake City","UT"
327,327,"San Diego District Staging","San Diego","CA","San Diego District Staging","San Diego","CA"
328,328,"San Juan Staging","Guaynabo","PR","San Juan Staging","Guaynabo","PR"
329,329,"San Luis Regional Detention Center","San Luis","AZ","San Luis Regional Detention Center","San Luis","AZ"
330,1211,"Sarasota County Jail","Sarasota","FL","Sarasota County Jail","Sarasota","FL"
331,330,"Sarpy County Jail","Papillion","NE","Sarpy County Jail","Papillion","NE"
332,331,"Sauk County Sheriff","Baraboo","WI","Sauk County Sheriff","Baraboo","WI"
333,1212,"Scott County Detention. Facility","Davenport","IA","Scott County Detention. Facility","Davenport","IA"
334,332,"Sebastian County Detention Center","Fort Smith","AR","Sebastian County Detention Center","Fort Smith","AR"
335,333,"Seneca County Jail","Tiffin","OH","Seneca County Jail","Tiffin","OH"
336,334,"Shawnee County Department of Corrections","Topeka","KS","Shawnee County Department of Corrections","Topeka","KS"
337,335,"Sherburne County Jail","Elk River","MN","Sherburne County Jail","Elk River","MN"
338,336,"Sioux County Jail","Orange City","IA","Sioux County Jail","Orange City","IA"
339,337,"South Central Regional Jail","Charleston","WV","South Central Regional Jail","Charleston","WV"
340,339,"South Louisiana ICE Processing Center","Basile","LA","South Louisiana Detention Center","Basile","LA"
341,339,"South Louisiana ICE Processing Center","Basile","LA","South Louisiana ICE Processing Center","Basile","LA"
342,366,"Dilley Immigration Processing Center","Dilley","TX","South Texas Fam Residential Center","Dilley","TX"
343,341,"South Texas Family Residential Center","Dilley","TX","South Texas Family Residential Center","Dilley","TX"
344,366,"Dilley Immigration Processing Center","Dilley","TX","South Texas Family Residential Center3","Dilley","TX"
345,343,"South Texas ICE Processing Center","Pearsall","TX","South Texas ICE Processing Center","Pearsall","TX"
346,345,"Southwestern Regional Jail","Holden","WV","Southwestern Regional Jail","Holden","WV"
347,346,"St. Clair County Jail","Port Huron","MI","St. Clair County Jail","Port Huron","MI"
348,347,"Ste. Genevieve County Sheriff/Jail","Ste. Genevieve","MO","Ste. Genevieve County Sheriff/Jail","Ste. Genevieve","MO"
349,348,"Stewart Detention Center","Lumpkin","GA","Stewart Detention Center","Lumpkin","GA"
350,349,"Story County Jail","Nevada","IA","Story County Jail","Nevada","IA"
351,350,"Strafford County Corrections","Dover","NH","Strafford County Corrections","Dover","NH"
352,351,"Suffolk County House of Corrections","Boston","MA","Suffolk County House of Corrections","Boston","MA"
353,352,"Suites On Scottsdale-Casa De Alegría","Scottsdale","AZ","Suites On Scottsdale-Casa De Alegría","Scottsdale","AZ"
354,353,"Sunny Glen Cld Home NDR Center","Raymondville","TX","Sunny Glen Cld Home NDR Center","Raymondville","TX"
355,354,"Sweetwater County Jail","Rock Springs","WY","Sweetwater County Jail","Rock Springs","WY"
356,356,"T. Don Hutto Detention Center","Taylor","TX","T Don Hutto Residential Center","Taylor","TX"
357,356,"T. Don Hutto Detention Center","Taylor","TX","T. Don Hutto Detention Center","Taylor","TX"
358,357,"Northwest ICE Processing Center","Tacoma","WA","Tacoma ICE Processing Center (Northwest Detention Center)","Tacoma","WA"
359,358,"Tallahatchie County Correctional Facility","Tutwiler","MS","Tallahatchie County Correctional Facility","Tutwiler","MS"
360,359,"Teller County Jail","Divide","CO","Teller County Jail","Divide","CO"
361,360,"Texas Health Huguley Hospital","Burleson","TX","Texas Health Huguley Hospital","Burleson","TX"
362,361,"Theo Lacy Facility","Orange","CA","Theo Lacy Facility","Orange","CA"
363,1022,"Tom Green County Jail","San Angelo","TX","Tom Green County Jail","San Angelo","TX"
364,362,"Tooele County Jail","Tooele","UT","Tooele County Jail","Tooele","UT"
365,363,"Tornillo-Guadalupe POE","Tornillo","TX","Tornillo-Guadalupe POE","Tornillo","TX"
366,364,"Torrance County Detention Facility","Estancia","NM","Torrance County Detention Facility","Estancia","NM"
367,365,"Trusted Adult Karnes FSC","San Antonio","TX","Trusted Adult Karnes FSC","San Antonio","TX"
368,366,"Dilley Immigration Processing Center","Dilley","TX","Trusted Adult South Tex Dilley FSC","Dilley","TX"
369,367,"Tulsa County Jail (David L. Moss Justice Center)","Tulsa","OK","Tulsa County Jail (David L. Moss Justice Center)","Tulsa","OK"
370,368,"Turner Guilford Knight (TGK) Jail","Miami","FL","Turner Guilford Knight (TGK) Jail","Miami","FL"
371,369,"Two Bridges Regional Jail","Wiscasset","ME","Two Bridges Regional Jail","Wiscasset","ME"
372,370,"Uinta County Jail","Evanston","WY","Uinta County Jail","Evanston","WY"
373,371,"Val Verde Correctional Facility","Del Rio","TX","Val Verde Correctional Facility","Del Rio","TX"
374,372,"Victoria County Jail","Victoria","TX","Victoria County Jail","Victoria","TX"
375,373,"Virginia Peninsula Regional Jail","Williamsburg","VA","Virginia Peninsula Regional Jail","Williamsburg","VA"
376,374,"Wake County Sheriff Department","Raleigh","NC","Wake County Sheriff Department","Raleigh","NC"
377,375,"Wakulla County Jail","Crawfordville","FL","Wakulla County Jail","Crawfordville","FL"
378,376,"Walton County Jail","Defuniak Springs","FL","Walton County Jail","Defuniak Springs","FL"
379,377,"Ward County Jail","Minot","ND","Ward County Jail","Minot","ND"
380,378,"Washington County Detention Center","Fayetteville","AR","Washington County Detention Center","Fayetteville","AR"
381,380,"Washington County Jail (Purgatory Correctional Facility)","Hurricane","UT","Washington County Jail (Purgatory Correctional Facility","Hurricane","UT"
382,380,"Washington County Jail (Purgatory Correctional Facility)","Hurricane","UT","Washington County Jail (Purgatory Correctional Facility)","Hurricane","UT"
383,381,"Washoe County Jail","Reno","NV","Washoe County Jail","Reno","NV"
384,382,"Waukesha County Jail","Waukesha","WI","Waukesha County Jail","Waukesha","WI"
385,383,"Webb County Detention Center (CCA)","Laredo","TX","Webb County Detention Center (CCA)","Laredo","TX"
386,384,"Weber County Jail","Ogden","UT","Weber County Jail","Ogden","UT"
387,385,"West Texas Detention Facility","Sierra Blanca","TX","West Texas Detention Facility","Sierra Blanca","TX"
388,386,"Western Regional Jail And Correctional Facility","Barboursville","WV","Western Regional Jail And Correctional Facility","Barboursville","WV"
389,387,"Western Tennessee Detention Facility","Mason","TN","Western Tennessee Detention Facility","Mason","TN"
390,388,"Western Virginia Regional Jail","Salem","VA","Western Virginia Regional Jail","Salem","VA"
391,389,"Whitfield County Jail","Dalton","GA","Whitfield County Jail","Dalton","GA"
392,390,"Wingate-Wyndham Casa Esperanza","Yuma","AZ","Wingate-Wyndham Casa Esperanza","Yuma","AZ"
393,391,"Winn Correctional Center","Winnfield","LA","Winn Correctional Center","Winnfield","LA"
394,392,"Woodbury County Jail","Sioux City","IA","Woodbury County Jail","Sioux City","IA"
395,393,"Worcester County Jail","Snow Hill","MD","Worcester County Jail","Snow Hill","MD"
396,394,"Wyatt Detention Center","Central Falls","RI","Wyatt Detention Center","Central Falls","RI"
397,395,"Yakima County Department of Corrections","Yakima","WA","Yakima County Department of Corrections","Yakima","WA"
398,396,"Yankton County Jail","Yankton","SD","Yankton County Jail","Yankton","SD"
399,397,"York County Prison","York","PA","York County Prison","York","PA"
400,398,"Yuba County Jail","Marysville","CA","Yuba County Jail","Marysville","CA"
